lat,lon,noise_db,green_cover,population_density,distance_to_road,EDI,priority_score
-6.287637964345791,106.72578096720899,65.67620435643751,0.9758652558191313,892.1613416941319,492.0551595182489,0.39129287446684724,2.868128720748217
-6.114785708077025,106.92563822666989,75.77174685708796,0.33689579177110685,262.2917981300627,333.95999940181355,0.4483085352450462,39.34421159342331
-6.180401817456579,106.82631309311196,87.05619597180026,0.18211791568869928,709.4221281497897,317.3356366269707,0.7465722817759134,158.67549173895546
-6.220402454740889,106.90661436652694,82.76336036923982,0.7896985071424791,1196.6968538529768,82.9774476478925,0.7209337877907381,248.02870722039765
-6.353194407867269,106.78001240025766,84.74549301311518,0.6587077755008761,1013.9702695060188,440.96387915232197,0.7154370622982543,66.35619109445238
-6.35320164389914,106.92388080712405,67.91027458855052,0.498195716453139,815.2194382310109,213.74484396030758,0.49036258841271685,129.3664414900342
-6.38257491634954,106.79730041968354,64.08316143793135,0.5553635509376312,506.2536207866117,81.11670289123968,0.3408388733335059,175.6651572505073
-6.140147156267519,106.70270941287008,70.99370463920282,0.7192017782722638,823.8958362916385,6.30375998787952,0.48469291634951217,2248.7439471119555
-6.219665496477037,106.92634549410482,72.44579929830955,0.22845474133129873,727.0414639116516,279.8778418191913,0.5712189189011772,144.6826036265948
-6.187578226661186,106.72282166919653,80.75353214776759,0.9963339160567419,626.0833838903715,263.69981106133815,0.48378449770382037,0.7002328466004991
-6.39382465171126,106.77982840939761,58.46028296228145,0.9747931621467831,330.7103767401995,359.67681118457926,0.1376226992858951,1.3511665388552887
-6.109027044351401,106.93751549176271,84.2364025556849,0.6503256863469369,1086.6042152404666,445.12902650890106,0.7330491797303894,71.74215984335203
-6.150267207759873,106.93765178673439,70.73593681136809,0.19954245092914513,649.7846488213224,39.70329232151476,0.5336902896245086,903.8957041345129
-6.3362982667965175,106.84335947203083,68.58495144042064,0.6802282424312913,394.62251182076506,365.7482451701812,0.3348695000003909,23.598410501197556
-6.3454525098378705,106.85795930304245,63.90316499791866,0.07219840897917584,567.7593508772895,93.70597204879111,0.45443997862762553,355.4384538639743
-6.34497864704397,106.81211138049458,58.76114662507385,0.030652502205806065,614.129752528927,429.088526578582,0.4164705570517151,81.33398217778597
-6.3087273271121385,106.77330269292452,78.58536467169532,0.2576828885112137,1027.5378955668743,409.53175693082807,0.7279338836661373,146.0098767493085
-6.242573070510328,106.78216613634248,72.58654373750723,0.4626229567393163,933.6143805614021,270.3968774927722,0.5880508318598089,134.18312840598725
-6.270416494407366,106.86812961401927,61.68031280207157,0.8682725054083805,969.3048936413398,355.12139931165575,0.38932477489896167,22.114918002085457
-6.312631257940588,106.88809363235943,61.63936982349107,0.727169069766308,211.0312644286472,157.1750565918742,0.1886265960039974,22.436783451210136
-6.216444131583286,106.89789476093146,69.31372240567897,0.742706521199981,616.1539981797615,235.58394946640732,0.39763594256197204,46.44639327213172
-6.358151841804387,106.89740453569864,85.35217220231515,0.42549333444807536,681.3441516353237,410.81844885523583,0.6691778313893486,81.12792798069242
-6.312356605439435,106.72280152576218,69.92326918909116,0.3459349925469629,219.1922768230567,229.63259858660695,0.36490838558889405,43.46575178145675
-6.290091447011893,106.82360507617565,59.974856375055154,0.3710387629846027,459.8132087450342,178.8991326627209,0.3157274530313648,96.41519202038346
-6.263179004734889,106.71438969000417,70.03405548731244,0.9876495637360578,960.289823122135,247.10622362514994,0.46056901652652654,3.34777485127411
-6.164447211582096,106.83738222058093,69.81821144201864,0.04010919141248248,337.1097057289991,414.1246262186092,0.4607297299680838,54.42310440261588
-6.340097865352492,106.81038262534335,50.42490685646743,0.8670314961224486,735.3101314525917,167.60402368543637,0.18703244681982711,29.241288262242225
-6.245729668475916,106.92192604568957,71.5656410678575,0.5786754085723934,415.2018720172375,86.8807965678719,0.39645355580092295,142.4579506341784
-6.222275629341387,106.78772875313803,70.15252375833057,0.43861541918959046,212.12077464389327,356.0070101653904,0.34682608763602896,23.399697331663173
-6.386064876184001,106.7292667541069,77.56965091850735,0.7252576604151365,441.20145759954147,412.9891063540409,0.4452254013695897,22.712526887851023
-6.2177365444295685,106.7357479205132,86.79164875956276,0.48666894142470285,1175.8737549100538,50.318739261766666,0.8228414888826555,1020.845923354584
-6.348842762893812,106.89037765792938,81.01252023638206,0.8734232380816606,1001.5371118829896,119.93705637797237,0.6247279931214323,84.92074145141301
-6.380484522104417,106.85455451582907,69.84889047556136,0.9007018640112585,1159.5766443210334,70.98599488049695,0.5359623067596703,111.72543549333105
-6.115334338824,106.7252806690307,63.14779273006664,0.4217209268734554,687.8540439263625,173.9707057910833,0.41149300031948366,143.55773654782683
-6.110310390077632,106.72102670152876,92.58687842599889,0.2768277972350516,309.7361986775035,225.17548945270633,0.6718944943561735,91.69329760182092
-6.1574807955650614,106.87524228286479,72.4737474721159,0.5923503285933622,747.9594889736929,374.41316848165326,0.5046692610270347,58.86218627856414
-6.308615869247989,106.71819075159105,72.11143433530357,0.912363345616691,654.3773345599609,325.57379244083705,0.407849841775676,12.66300686577079
-6.370698365798085,106.9054650148226,71.80699930311998,0.21066218900566658,1044.357082739616,310.4642837392156,0.6629661817732486,190.05112714723728
-6.194730092046353,106.87656055678913,73.58467808614284,0.6229665835634828,298.08258078424456,176.1874733048272,0.3759169691290905,46.67354844583902
-6.26795425187812,106.72033719516048,70.84511670460846,0.6315602200925206,688.2411370217782,420.72377654238,0.4596804371444642,42.597976993525315
-6.363388529546566,106.7212094285213,67.41070394495812,0.733113022415281,350.0486646939843,235.64358369908228,0.297024954738557,26.612761231135245
